,Datetime,Content ID,Content Type,Category Type,Reaction Type,Sentiment Type,Score
7317,14-09-2020 01:36,ac120787-f331-497f-8733-7cd63dfd36b6,GIF,culture,disgust,negative,0
7318,28-12-2020 05:20,ac120787-f331-497f-8733-7cd63dfd36b6,GIF,culture,adore,positive,72
7320,29-08-2020 12:29,ac120787-f331-497f-8733-7cd63dfd36b6,GIF,culture,cherish,positive,70
7321,24-12-2020 00:51,ac120787-f331-497f-8733-7cd63dfd36b6,GIF,culture,like,positive,50
7323,04-01-2021 21:41,9ec9b340-df2d-472f-9a7f-80b4790788e6,photo,travel,heart,positive,60
7324,05-01-2021 15:24,9ec9b340-df2d-472f-9a7f-80b4790788e6,photo,travel,heart,positive,60
7325,03-08-2020 22:13,9ec9b340-df2d-472f-9a7f-80b4790788e6,photo,travel,peeking,neutral,35
7326,05-12-2020 04:18,9ec9b340-df2d-472f-9a7f-80b4790788e6,photo,travel,worried,negative,12
7327,10-12-2020 04:23,9ec9b340-df2d-472f-9a7f-80b4790788e6,photo,travel,scared,negative,15
7328,04-06-2021 15:39,9ec9b340-df2d-472f-9a7f-80b4790788e6,photo,travel,love,positive,65
7329,03-11-2020 03:31,9ec9b340-df2d-472f-9a7f-80b4790788e6,photo,travel,cherish,positive,70
7330,06-08-2020 07:02,9ec9b340-df2d-472f-9a7f-80b4790788e6,photo,travel,interested,positive,30
7331,27-06-2020 00:40,9ec9b340-df2d-472f-9a7f-80b4790788e6,photo,travel,scared,negative,15
7333,07-03-2021 08:35,9ec9b340-df2d-472f-9a7f-80b4790788e6,photo,travel,disgust,negative,0
7334,10-05-2021 21:08,9ec9b340-df2d-472f-9a7f-80b4790788e6,photo,travel,heart,positive,60
7335,19-01-2021 12:35,9ec9b340-df2d-472f-9a7f-80b4790788e6,photo,travel,intrigued,positive,45
7336,17-05-2021 07:11,9ec9b340-df2d-472f-9a7f-80b4790788e6,photo,travel,indifferent,neutral,20
7337,22-02-2021 01:02,9ec9b340-df2d-472f-9a7f-80b4790788e6,photo,travel,scared,negative,15
7370,10-08-2020 11:42,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,indifferent,neutral,20
7371,01-08-2020 06:41,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,interested,positive,30
7372,19-12-2020 00:55,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,like,positive,50
7373,02-08-2020 09:01,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,super love,positive,75
7374,16-08-2020 20:09,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,intrigued,positive,45
7375,10-05-2021 00:37,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,disgust,negative,0
7376,08-11-2020 18:04,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,want,positive,70
7377,11-04-2021 20:38,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,disgust,negative,0
7378,08-12-2020 07:49,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,interested,positive,30
7380,15-02-2021 03:01,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,intrigued,positive,45
7381,13-02-2021 05:12,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,love,positive,65
7382,03-07-2020 02:47,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,heart,positive,60
7383,02-01-2021 10:28,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,super love,positive,75
7384,31-07-2020 07:56,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,heart,positive,60
7385,14-07-2020 22:31,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,cherish,positive,70
7386,06-09-2020 19:32,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,peeking,neutral,35
7387,31-01-2021 06:24,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,like,positive,50
7388,07-01-2021 16:45,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,interested,positive,30
7390,18-12-2020 00:57,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,disgust,negative,0
7391,24-05-2021 00:13,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,disgust,negative,0
7392,26-06-2020 17:02,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,disgust,negative,0
7393,21-05-2021 12:10,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,super love,positive,75
7394,03-05-2021 04:39,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,worried,negative,12
7395,14-08-2020 22:07,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,disgust,negative,0
7396,09-08-2020 07:32,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,super love,positive,75
7397,25-06-2020 00:41,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,like,positive,50
7398,24-11-2020 09:01,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,intrigued,positive,45
7400,08-03-2021 22:16,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,dislike,negative,10
7401,21-12-2020 15:22,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,dislike,negative,10
7402,17-04-2021 17:42,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,cherish,positive,70
7403,11-04-2021 06:08,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,peeking,neutral,35
7404,14-03-2021 22:26,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,scared,negative,15
7405,19-11-2020 06:28,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,adore,positive,72
7406,14-01-2021 20:04,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,interested,positive,30
7407,09-07-2020 21:05,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,scared,negative,15
7408,06-09-2020 15:36,da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,love,positive,65
7411,11-01-2021 14:31,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,audio,tennis,intrigued,positive,45
7412,12-01-2021 06:41,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,audio,tennis,scared,negative,15
7413,09-05-2021 16:22,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,audio,tennis,interested,positive,30
7414,29-03-2021 18:58,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,audio,tennis,want,positive,70
7415,27-12-2020 23:34,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,audio,tennis,heart,positive,60
7416,15-05-2021 08:59,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,audio,tennis,want,positive,70
7417,04-02-2021 21:42,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,audio,tennis,adore,positive,72
7418,30-11-2020 10:24,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,audio,tennis,peeking,neutral,35
7419,17-06-2021 13:07,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,audio,tennis,dislike,negative,10
7421,16-02-2021 11:53,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,audio,tennis,cherish,positive,70
7422,02-03-2021 13:21,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,audio,tennis,intrigued,positive,45
7423,03-10-2020 10:22,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,audio,tennis,adore,positive,72
7424,24-06-2020 06:13,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,audio,tennis,heart,positive,60
7425,10-09-2020 00:57,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,audio,tennis,worried,negative,12
7426,19-04-2021 00:07,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,audio,tennis,interested,positive,30
7427,06-08-2020 06:02,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,audio,tennis,scared,negative,15
7428,21-08-2020 01:33,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,audio,tennis,disgust,negative,0
7429,26-11-2020 21:06,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,audio,tennis,dislike,negative,10
7431,24-08-2020 15:24,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,audio,tennis,adore,positive,72
7432,11-06-2021 21:04,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,audio,tennis,scared,negative,15
7434,07-04-2021 03:32,ecbba40a-93f2-470a-b565-938f61f527a7,audio,public speaking,peeking,neutral,35
7435,23-11-2020 21:16,ecbba40a-93f2-470a-b565-938f61f527a7,audio,public speaking,worried,negative,12
7436,21-05-2021 11:18,ecbba40a-93f2-470a-b565-938f61f527a7,audio,public speaking,dislike,negative,10
7437,02-06-2021 18:45,ecbba40a-93f2-470a-b565-938f61f527a7,audio,public speaking,interested,positive,30
7438,19-06-2020 11:22,ecbba40a-93f2-470a-b565-938f61f527a7,audio,public speaking,intrigued,positive,45
7439,28-10-2020 03:42,ecbba40a-93f2-470a-b565-938f61f527a7,audio,public speaking,peeking,neutral,35
7440,20-12-2020 10:19,ecbba40a-93f2-470a-b565-938f61f527a7,audio,public speaking,adore,positive,72
7441,27-09-2020 17:27,ecbba40a-93f2-470a-b565-938f61f527a7,audio,public speaking,indifferent,neutral,20
7442,03-10-2020 05:02,ecbba40a-93f2-470a-b565-938f61f527a7,audio,public speaking,worried,negative,12
7444,01-11-2020 07:12,ecbba40a-93f2-470a-b565-938f61f527a7,audio,public speaking,scared,negative,15
7445,21-12-2020 12:14,ecbba40a-93f2-470a-b565-938f61f527a7,audio,public speaking,heart,positive,60
7446,04-07-2020 18:32,ecbba40a-93f2-470a-b565-938f61f527a7,audio,public speaking,disgust,negative,0
7447,30-11-2020 01:56,ecbba40a-93f2-470a-b565-938f61f527a7,audio,public speaking,like,positive,50
7448,17-02-2021 23:23,ecbba40a-93f2-470a-b565-938f61f527a7,audio,public speaking,heart,positive,60
7449,07-06-2021 13:21,ecbba40a-93f2-470a-b565-938f61f527a7,audio,public speaking,disgust,negative,0
7450,23-02-2021 17:27,ecbba40a-93f2-470a-b565-938f61f527a7,audio,public speaking,peeking,neutral,35
7451,19-08-2020 19:07,ecbba40a-93f2-470a-b565-938f61f527a7,audio,public speaking,dislike,negative,10
7452,08-01-2021 16:05,ecbba40a-93f2-470a-b565-938f61f527a7,audio,public speaking,heart,positive,60
7454,20-02-2021 14:07,ecbba40a-93f2-470a-b565-938f61f527a7,audio,public speaking,disgust,negative,0
7455,20-04-2021 18:12,ecbba40a-93f2-470a-b565-938f61f527a7,audio,public speaking,cherish,positive,70
7457,25-01-2021 08:44,05805658-8744-4cc4-825d-cbfed0ecea7c,photo,technology,dislike,negative,10
7458,30-03-2021 14:34,05805658-8744-4cc4-825d-cbfed0ecea7c,photo,technology,super love,positive,75
7459,16-06-2021 12:59,05805658-8744-4cc4-825d-cbfed0ecea7c,photo,technology,worried,negative,12
7460,13-04-2021 03:32,05805658-8744-4cc4-825d-cbfed0ecea7c,photo,technology,heart,positive,60
7461,09-03-2021 09:35,05805658-8744-4cc4-825d-cbfed0ecea7c,photo,technology,like,positive,50
7462,25-05-2021 21:33,05805658-8744-4cc4-825d-cbfed0ecea7c,photo,technology,hate,negative,5
7463,02-01-2021 06:47,05805658-8744-4cc4-825d-cbfed0ecea7c,photo,technology,interested,positive,30
7464,26-02-2021 02:35,05805658-8744-4cc4-825d-cbfed0ecea7c,photo,technology,indifferent,neutral,20
7465,03-08-2020 15:44,05805658-8744-4cc4-825d-cbfed0ecea7c,photo,technology,love,positive,65
7467,31-07-2020 04:51,05805658-8744-4cc4-825d-cbfed0ecea7c,photo,technology,want,positive,70
7468,22-08-2020 05:41,05805658-8744-4cc4-825d-cbfed0ecea7c,photo,technology,intrigued,positive,45
7469,16-05-2021 10:34,05805658-8744-4cc4-825d-cbfed0ecea7c,photo,technology,cherish,positive,70
7470,13-05-2021 19:56,05805658-8744-4cc4-825d-cbfed0ecea7c,photo,technology,indifferent,neutral,20
7471,26-03-2021 22:03,05805658-8744-4cc4-825d-cbfed0ecea7c,photo,technology,disgust,negative,0
7472,08-03-2021 00:36,05805658-8744-4cc4-825d-cbfed0ecea7c,photo,technology,scared,negative,15
7473,18-08-2020 04:51,05805658-8744-4cc4-825d-cbfed0ecea7c,photo,technology,like,positive,50
7474,25-04-2021 05:27,05805658-8744-4cc4-825d-cbfed0ecea7c,photo,technology,super love,positive,75
7475,19-02-2021 08:08,05805658-8744-4cc4-825d-cbfed0ecea7c,photo,technology,indifferent,neutral,20
7477,09-10-2020 14:15,05805658-8744-4cc4-825d-cbfed0ecea7c,photo,technology,peeking,neutral,35
7478,28-06-2020 03:44,05805658-8744-4cc4-825d-cbfed0ecea7c,photo,technology,interested,positive,30
7510,24-01-2021 03:14,6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,disgust,negative,0
7511,05-07-2020 06:23,6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,adore,positive,72
7512,31-08-2020 16:58,6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,heart,positive,60
7513,30-06-2020 12:35,6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,want,positive,70
7514,09-07-2020 20:40,6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,adore,positive,72
7515,24-05-2021 15:05,6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,cherish,positive,70
7516,31-07-2020 14:38,6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,dislike,negative,10
7517,01-01-2021 10:24,6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,dislike,negative,10
7518,08-10-2020 15:37,6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,hate,negative,5
7520,03-12-2020 18:57,6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,intrigued,positive,45
7521,02-09-2020 13:12,6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,disgust,negative,0
7522,29-12-2020 10:08,6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,heart,positive,60
7523,11-10-2020 22:43,6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,love,positive,65
7524,24-01-2021 08:48,6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,cherish,positive,70
7525,17-08-2020 12:35,6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,dislike,negative,10
7526,02-10-2020 22:25,6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,heart,positive,60
7527,01-04-2021 11:31,6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,heart,positive,60
7528,29-08-2020 02:51,6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,cherish,positive,70
7530,22-12-2020 15:06,6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,interested,positive,30
7531,14-11-2020 13:49,6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,indifferent,neutral,20
7532,08-03-2021 05:26,6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,like,positive,50
7533,18-04-2021 18:41,6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,adore,positive,72
7534,04-11-2020 12:58,6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,disgust,negative,0
7535,28-08-2020 19:06,6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,intrigued,positive,45
7536,02-04-2021 04:39,6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,love,positive,65
7537,14-11-2020 16:40,6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,want,positive,70
7538,29-03-2021 17:22,6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,intrigued,positive,45
7540,21-07-2020 16:35,6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,love,positive,65
7541,17-06-2021 15:23,6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,super love,positive,75
7542,01-03-2021 09:48,6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,indifferent,neutral,20
7543,27-10-2020 06:53,6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,worried,negative,12
7545,22-01-2021 09:24,e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,peeking,neutral,35
7546,14-02-2021 19:58,e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,worried,negative,12
7547,11-05-2021 01:02,e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,peeking,neutral,35
7548,05-06-2021 06:02,e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,love,positive,65
7549,12-03-2021 15:50,e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,super love,positive,75
7550,13-09-2020 08:13,e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,heart,positive,60
7551,13-08-2020 14:47,e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,like,positive,50
7552,22-04-2021 08:10,e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,want,positive,70
7553,06-07-2020 03:17,e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,interested,positive,30
7555,24-08-2020 19:18,e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,worried,negative,12
7556,19-06-2020 15:53,e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,scared,negative,15
7557,24-05-2021 02:00,e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,like,positive,50
7558,29-01-2021 01:49,e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,super love,positive,75
7559,04-02-2021 07:10,e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,heart,positive,60
7560,09-06-2021 00:05,e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,intrigued,positive,45
7561,02-09-2020 03:02,e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,hate,negative,5
7562,21-10-2020 00:17,e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,super love,positive,75
7563,25-07-2020 13:30,e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,interested,positive,30
7565,22-01-2021 14:43,e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,scared,negative,15
7566,03-03-2021 02:06,e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,hate,negative,5
7567,25-08-2020 21:42,e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,heart,positive,60
7568,07-08-2020 14:39,e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,hate,negative,5
7569,28-09-2020 23:44,e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,super love,positive,75
7570,25-07-2020 21:25,e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,love,positive,65
7571,24-06-2020 14:20,e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,hate,negative,5
7572,21-05-2021 22:29,e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,disgust,negative,0
7573,05-08-2020 01:34,e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,adore,positive,72
7575,09-05-2021 12:31,e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,like,positive,50
7576,22-03-2021 19:43,e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,hate,negative,5
7577,25-11-2020 12:26,e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,dislike,negative,10
7578,27-05-2021 17:00,e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,cherish,positive,70
7579,05-04-2021 12:08,e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,peeking,neutral,35
7580,12-11-2020 17:01,e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,want,positive,70
7581,11-02-2021 09:07,e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,indifferent,neutral,20
7582,09-02-2021 11:21,e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,want,positive,70
7584,03-03-2021 21:10,e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,adore,positive,72
7585,02-02-2021 07:56,e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,heart,positive,60
7586,12-11-2020 12:38,e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,cherish,positive,70
7587,02-04-2021 11:07,e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,adore,positive,72
7588,19-04-2021 18:32,e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,heart,positive,60
7589,20-06-2020 16:43,e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,hate,negative,5
7590,13-01-2021 19:24,e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,worried,negative,12
7591,01-02-2021 05:43,e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,cherish,positive,70
7592,27-06-2020 01:27,e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,hate,negative,5
7594,15-10-2020 09:10,e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,heart,positive,60
7595,01-11-2020 01:37,e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,peeking,neutral,35
7596,04-01-2021 02:10,e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,worried,negative,12
7597,29-01-2021 02:40,e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,scared,negative,15
7598,29-10-2020 00:39,e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,worried,negative,12
7599,19-09-2020 05:17,e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,love,positive,65
7600,18-09-2020 13:11,e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,like,positive,50
7601,24-01-2021 04:42,e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,like,positive,50
7602,27-02-2021 06:58,e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,heart,positive,60
7604,18-07-2020 18:33,e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,interested,positive,30
7605,29-11-2020 03:38,e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,heart,positive,60
7606,08-12-2020 10:03,e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,dislike,negative,10
7607,27-03-2021 03:02,e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,adore,positive,72
7608,19-01-2021 03:56,e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,indifferent,neutral,20
7609,11-11-2020 02:38,e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,disgust,negative,0
7610,22-06-2020 03:27,e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,worried,negative,12
7611,10-07-2020 12:06,e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,like,positive,50
7612,30-10-2020 06:51,e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,heart,positive,60
7614,17-11-2020 13:33,e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,hate,negative,5
7615,27-11-2020 11:42,e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,indifferent,neutral,20
7616,14-08-2020 05:30,e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,dislike,negative,10
7645,30-08-2020 08:00,77099957-1551-435e-b386-704d8b91a46e,audio,cooking,cherish,positive,70
7646,03-11-2020 20:46,77099957-1551-435e-b386-704d8b91a46e,audio,cooking,indifferent,neutral,20
7647,14-12-2020 23:35,77099957-1551-435e-b386-704d8b91a46e,audio,cooking,peeking,neutral,35
7648,05-11-2020 10:07,77099957-1551-435e-b386-704d8b91a46e,audio,cooking,heart,positive,60
7649,11-01-2021 22:31,77099957-1551-435e-b386-704d8b91a46e,audio,cooking,like,positive,50
7650,22-05-2021 01:00,77099957-1551-435e-b386-704d8b91a46e,audio,cooking,dislike,negative,10
7651,17-12-2020 16:22,77099957-1551-435e-b386-704d8b91a46e,audio,cooking,scared,negative,15
7652,12-07-2020 23:26,77099957-1551-435e-b386-704d8b91a46e,audio,cooking,heart,positive,60
7653,09-09-2020 20:54,77099957-1551-435e-b386-704d8b91a46e,audio,cooking,heart,positive,60
7655,21-03-2021 22:04,77099957-1551-435e-b386-704d8b91a46e,audio,cooking,scared,negative,15
7656,29-04-2021 16:43,77099957-1551-435e-b386-704d8b91a46e,audio,cooking,disgust,negative,0
7657,30-09-2020 05:59,77099957-1551-435e-b386-704d8b91a46e,audio,cooking,worried,negative,12
7658,09-04-2021 09:52,77099957-1551-435e-b386-704d8b91a46e,audio,cooking,hate,negative,5
7659,21-11-2020 08:28,77099957-1551-435e-b386-704d8b91a46e,audio,cooking,disgust,negative,0
7660,18-12-2020 17:12,77099957-1551-435e-b386-704d8b91a46e,audio,cooking,want,positive,70
7661,10-03-2021 20:32,77099957-1551-435e-b386-704d8b91a46e,audio,cooking,adore,positive,72
7662,06-12-2020 06:40,77099957-1551-435e-b386-704d8b91a46e,audio,cooking,disgust,negative,0
7663,05-08-2020 06:36,77099957-1551-435e-b386-704d8b91a46e,audio,cooking,hate,negative,5
7665,10-06-2021 18:58,77099957-1551-435e-b386-704d8b91a46e,audio,cooking,hate,negative,5
7666,02-12-2020 04:32,77099957-1551-435e-b386-704d8b91a46e,audio,cooking,super love,positive,75
7667,14-06-2021 15:36,77099957-1551-435e-b386-704d8b91a46e,audio,cooking,want,positive,70
7668,23-02-2021 18:45,77099957-1551-435e-b386-704d8b91a46e,audio,cooking,hate,negative,5
7670,17-10-2020 16:34,760e026f-8373-4aa4-acb5-03eb102fc733,audio,food,dislike,negative,10
7671,16-11-2020 09:44,760e026f-8373-4aa4-acb5-03eb102fc733,audio,food,cherish,positive,70
7672,02-02-2021 19:29,760e026f-8373-4aa4-acb5-03eb102fc733,audio,food,scared,negative,15
7673,15-05-2021 00:30,760e026f-8373-4aa4-acb5-03eb102fc733,audio,food,cherish,positive,70
7674,08-12-2020 21:48,760e026f-8373-4aa4-acb5-03eb102fc733,audio,food,disgust,negative,0
7675,11-11-2020 06:37,760e026f-8373-4aa4-acb5-03eb102fc733,audio,food,interested,positive,30
7676,15-02-2021 03:28,760e026f-8373-4aa4-acb5-03eb102fc733,audio,food,cherish,positive,70
7677,18-01-2021 07:02,760e026f-8373-4aa4-acb5-03eb102fc733,audio,food,adore,positive,72
7678,01-10-2020 19:20,760e026f-8373-4aa4-acb5-03eb102fc733,audio,food,interested,positive,30
7680,15-12-2020 23:49,760e026f-8373-4aa4-acb5-03eb102fc733,audio,food,interested,positive,30
7681,07-01-2021 23:42,760e026f-8373-4aa4-acb5-03eb102fc733,audio,food,hate,negative,5
7682,15-02-2021 20:49,760e026f-8373-4aa4-acb5-03eb102fc733,audio,food,heart,positive,60
7683,05-10-2020 05:51,760e026f-8373-4aa4-acb5-03eb102fc733,audio,food,cherish,positive,70
7684,24-12-2020 16:03,760e026f-8373-4aa4-acb5-03eb102fc733,audio,food,interested,positive,30
7685,10-11-2020 20:48,760e026f-8373-4aa4-acb5-03eb102fc733,audio,food,adore,positive,72
7686,30-01-2021 05:36,760e026f-8373-4aa4-acb5-03eb102fc733,audio,food,indifferent,neutral,20
7687,06-09-2020 20:54,760e026f-8373-4aa4-acb5-03eb102fc733,audio,food,love,positive,65
7689,27-04-2021 00:03,5c7fa152-9628-471d-b715-84e15c4b5d38,audio,tennis,disgust,negative,0
7690,10-03-2021 07:32,5c7fa152-9628-471d-b715-84e15c4b5d38,audio,tennis,like,positive,50
